Product URL,Product Name,Product Price,Rating,Number of Reviews,ASIN,Description,Manufacturer
https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27S9SG/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-61,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)","₹1,099",3.8,"1,577",B09B27S9SG," Large multi-compartment backpack with a padded sleeve for laptops, can hold up to 17 inch laptop/notebook Front storage pocket keeps smaller items neatly organized and easy to access Mesh pockets on both sides to accommodate your water bottle and umbrella Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects Lining Description: Polyester; Age Range Description: Adult; Special Features: Lightweight; Closure Type: Zipper",Brand: Safari 
https://www.amazon.in/Gear-Training-Travel-Black-Grey-DUFCRSTNG0104/dp/B098FFTDKT/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-62,Gear Polyester 23 Cms Travel Duffle Bag (Black),₹479,4.3,"2,156",B098FFTDKT, Ergonomically Designed : Spacious with Multiple Pockets : Intuitive Access : Lightweight : Easily Adjustable Shoulder Strap : Cushioned Grab Handle : Padded Base 3 External Zippered Pockets : 1 Mesh Stash Pocket Outer material type: Polyester Item Package Weight : 340.0 grams,Brand: Gear 
https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-63,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,₹339,3.8,"2,461",B07GXYHFCY," Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br> Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br> Utility: Office, College, School, Camping, Weekend trip, Day trip<br> Accessories shown in the picture are not part of the bag.<br> Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant<br>",Brand: DZert 
https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-64,Gear Casual Backpack,₹399,3.8,"2,196",B0757MBSS6," Care Instructions: Wipe with Damp Cloth Outer Material: Polyester, Color: Black Grey Water Resistance: Water resistant Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH) Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket",Brand: Gear
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-65,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,₹749,4.1,"4,425",B0855F8174," Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs. Removable, adjustable padded shoulder strap HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining. PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea",Brand: Bagneeds 
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-66,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey,Oxford Fabric)","₹1,599",4.4,"2,081",B084LF4RT5," PRACTICAL AND ELEGANT:Made with Oxford Fabric, a stylish laptop bag for daily travel and short trips<br>; Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Travel Backpacks; Special Features: Laptop Compartment<br><br> Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Travel Backpacks<br> Water Resistance Level: Water Resistant; Compartment Description: Greater Than 17 Inches<br>",Brand: FATMUG 
https://www.amazon.in/Storite-Travel-Bag-Women-Weekender/dp/B0B3JH6K9B/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-67,"Storite Nylon 47 Cm Travel Duffle Bag, Sports Shoulder Bag for Women with Wet Pocket Weekender Overnight Luggage Bag - (Pink, 47 x 16 x 30 Cm)","₹1,299",4.3,412,B0B3JH6K9B," Closure Type : Zip , Handle Type : Detachable No of Compartments : 1 Main compartment + 1 small wet pocket + 1 Back Side Mobile pockets + 2 inside Card pocket Strap Type : Two short handles + 1 Shoulder strap handle Item dimensions : Height : 30 cm, Width : 16 cm, Length : 47 cm , 22.6 Litrs , Water Resistant Level : Waterproof Special Feature : This multipurpose Travel Duffle bag is made of premium Oxford Nylon that is durable and water-resistant. The high density water resistant material can help you to separate dry items and wet items (please note : This bag are small in size please check dimension before placing order)",Brand: Storite 
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1688660126&sprefix=ba%2Caps%2C283&sr=8-68,ADISA Laptop Backpack 31 Ltrs,₹399,4.0,"9,387",B07G3CG9FC," Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display) Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended) Compartments: 2 with full padding; Front Easy-Access Pocket Dimensions : L x W x H- 12 x 7 x 18 inches",Brand: ADISA 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTA5OTk1MjA2MTA4NjcwOjE2ODg2NjAxMjY6c3BfYnRmOjIwMTYyMTAxNDMyMzk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R58K6QX%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660126%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"EUME Virgo 29 Liter, 2 Compartment Office and College Bags, Polyester Casual Daypacks, Laptop Backpacks, Navy Blue Color",₹999,4.1,176,B08R58K6QX," The Eume 29L Virgo Bag has enough space with 3 large compartments, 2 easy-access pockets in Front, and 2 side pockets for a water bottle. The backpack comes with a dedicated tech-safe compartment that can store laptops up to 15.6 inches and enough space to carry for a day's trip. It's water-resistant, good quality zipper, Light Weight and it has padded adjustable shoulder straps for maximum comfort to make your travel journey happier. Dimensions of Backpack: 12 x 8 x 17.75 inches; Bag Weight: 685 grams; Capacity: 29 liters; Fabric: Polyester The Eume Virgo Backpack comes with a 1-year warranty against manufacturing defects.",Brand: EUME 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTA5OTk1MjA2MTA4NjcwOjE2ODg2NjAxMjY6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660126%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,800",4.3,58,B0BR1D4SL1," Care Instructions: Wipe with Damp Cloth Handcrafted with care and made up of premium quality robust material Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",Brand: uppercase 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUyMTM3MTgxOTQ1NzE4OjE2ODg2NjAxMjg6c3BfYXRmX25leHQ6MzAwMDAyNTk1MTQ2MzMyOjowOjo&url=%2Fuppercase-Professional-Anti-Theft-Overnighter-sustainable%2Fdp%2FB0C7CQ1MVD%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660128%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack,"₹2,500",5.0,10,B0C7CQ1MVD," Care Instructions: Wipe with Damp Cloth Handcrafted with care and made up of premium quality robust material. 3x more water resistant material with rainproof zippers and 2.5x more padded shoulder straps Anti-Theft design, Padded laptop compartment that can fit upto 15.6"" laptop along with a tablet sleeve Trolley sleeve at the back to secure your luggage, compression straps for the weekend packing GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",Brand: uppercase 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUyMTM3MTgxOTQ1NzE4OjE2ODg2NjAxMjg6c3BfYXRmX25leHQ6MjAxMTgzNjI2ODYwOTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BTYTY8GG%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660128%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹2,100",4.7,22,B0BTYTY8GG," Care Instructions: Wipe with Damp Cloth Handcrafted with care and made up of premium quality robust material. Padded laptop compartment fits up to 15.6"" Laptop and a separate tablet compartment Zipper quick access pocket in front along with a side pocket with multiple organisers and a external bottle pocket as well Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Comfortable Padded shoulder straps GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty",Brand: uppercase 
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-67,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"₹1,399",4.2,451,B09RK6NCGC," PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class. PERFECT FIT: This bag is suitable for upto 15.6 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock. SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need. TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag. QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.",Brand: Trajectory 
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-68,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,₹843,4.0,"5,921",B07XVMVV77," Care Instructions: Hand Wash Only MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more. DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities. COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys. Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof",Brand: Zipline 
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-69,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,₹843,3.7,904,B08WQ668WJ," A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully. Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality. The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back. The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable. Highly Durable and Water Resistant fabric have been used in this school bag for boys",Brand: Zipline 
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-70,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),₹448,4.3,"12,999",B07NJRPJ6Q," Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry",Brand: Wesley
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-71,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",₹949,3.8,997,B09B2581S9," 100% Polyester, High Quality, Durable and Water Resistant Fabric Front storage pocket keeps smaller items neatly organized and easy to access Mesh pockets on both sides to accommodate your water bottle and umbrella USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult",Brand: Safari 
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-72,FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,₹839,4.0,"13,806",B078GLXMDY," KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories. Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag. Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc. Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college. Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects",Brand: FUR JADEN
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-73,TRUE HUMAN Anti-Theft and USB charging port backpack with security lock Laptop bag|office bag| for men and women (Grey),₹649,3.8,"1,826",B09H7PK5ML," Care Instructions: Hand Wash Only Care Instructions: Wipe with Damp Cloth This business laptop backpack design with separate laptop compartment to hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Macbook/Laptop. 2 spacious packing compartments roomy for iPad,mouse,charger,binders,books,clothes,ect. Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find. Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night, keeping you safe. USB PORT-With outside USB charger and inside charging cable ,this usb backpack offers you a more convenient way to charge your phone/electronic device while walking. Please kindly noted that usb charging port only offers an easy access to charge, this backpack do not provide power itself. Superior Material&Solid: Made with durable, Water resistant Polyester to withstand harsh conditions and easy to clea makes this backpack simple but look stylish. Perfect for college school, business trips, hiking, camping, office work and everyday use.",Brand: TRUE HUMAN 
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-74,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹479,3.9,"10,260",B07J46KLFP," Grey Colour Backpack for Men for Stylish Office use as well as for Trendy College and School students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories and water bottle Capacity: 25 liters; Weight: 500 grams; Dimensions: 30 cms x 20 cms x 42 cms (LxWxH) The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps. This makes this product a suitable alternative to bulky and unsightly backpacks. The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease. USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag Warranty- 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty",Brand: FUR JADEN
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUyMTM3MTgxOTQ1NzE4OjE2ODg2NjAxMjg6c3BfbXRmOjIwMDcyNDQ1MTQ5NDAxOjowOjo&url=%2F7xFashion-Latest-Premium-Multipurpose-Backpack%2Fdp%2FB097VB3485%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660128%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,7xFashion Latest Laptop Bag 35L (Sky Blue) Premium Multipurpose Backpack with Bag Rain Cover,₹799,3.5,31,B097VB3485," Inner Material: Polyester, Capacity: 35 Liters, Color: Sky Blue, Special Features: Back Padding, Chest Strap,Integrated Rain Cover, Laptop Compartment, Water Bottle Zip Closure, Padded Handles, Shoulder Strap.<br><br> Made in India. Water Resistance PU Coated Durable Fabric with padded back section for comfortable carry<br><br> Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry<br><br> Spacious main compartment with double-zipper closure; padded pocket for a laptop or tablet; Internal compartments with organizer pockets and internal divider for organization<br>; Pattern Name: Solid; Theme: Sports<br> Compartment Description: Up To 17 Inches<br>",Brand: 7xFashion
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUyMTM3MTgxOTQ1NzE4OjE2ODg2NjAxMjg6c3BfbXRmOjMwMDAwNjc4MTQ4MzAzMjo6MDo6&url=%2FWALKENT-Expandable-Laptop-Straps-Macho%2Fdp%2FB0C7KPGR2Y%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1688660128%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"WALKENT 3 in 1 Expandable 17"" Laptop Bag for Men with Front Chest Straps, Flap Cover & More (Model Macho, 39 Liters, Black)","₹3,990",Not available,Not available,B0C7KPGR2Y," Care Instructions: Wipe with Damp Cloth Stylish Design: The Macho backpack boasts a stylish and fashionable design that is perfect for office and college use by men. It can comfortably fit a 17-inch laptop, making it a great choice for students, professionals, and commuters alike Multiple Carrying Options: The backpack can be carried in 3 different ways - like a school bag, handbag, or duffle bag - thanks to its foldable flap and versatile design Ample Storage Space: With a capacity of 39 liters, the Macho backpack has plenty of space for your laptop, accessories, and other essentials. It also features front utility pockets and organizer pockets on the inside to help you stay organized Durable Construction: The backpack is made from waterproof and scratch-resistant polyester and vegan leather, and features extra strong and durable handles that can handle even the heaviest loads Expandable Design: The Macho backpack can expand to accommodate larger items, making it perfect for travel or commuting",Brand: WALKENT 
https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-77,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",₹818,4.2,"3,339",B07QHMKHWH," Outer Material : Nylon Twill, Color: Pink. The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack. Dimensions (LxBxH): 12x8x17 inches, Capacity: 27 Litres, Weight: 440 grams, Water Resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase. Number of Compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbook. One Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other items. Multi Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizer. Ergonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus. EASY GRAB PADDED HANDLE for added comfort and convenience to hold the bag. 3 Main Compartment, 1 External Pocket, 2 Side Stash Pockets, Back Padded Mesh",Brand: Genie 
https://www.amazon.in/KIM-BAG-HOUSE-H-P-Bags/dp/B0C957FDH6/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-78,KIM BAG HOUSE 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,₹349,5.0,1,B0C957FDH6," Care Instructions: Hand Wash Only Spacious and Versatile: The Kim Bag House 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack offers a generous 34-liter capacity, providing ample space to carry your laptop, books, notebooks, and other essentials, making it suitable for office, school, college, and everyday use. Waterproof and Durable: Constructed with high-quality materials, this backpack is designed to withstand daily wear and tear. The waterproof feature ensures that your belongings stay dry and protected even during unexpected weather conditions. Organized and Convenient: Featuring multiple pockets and compartments, this backpack allows you to keep your belongings organized and easily accessible. The dedicated laptop compartment ensures the safety and security of your valuable device. Comfortable to Wear: Designed with padded shoulder straps and a breathable back panel, this backpack offers maximum comfort, even during long hours of wear. The ergonomic design helps distribute the weight evenly, reducing strain and discomfort. Stylish and Unisex Design: With a sleek and modern design, the Kim Bag House Laptop Backpack is suitable for both men and women, boys and girls. Its versatile design makes it suitable for various occasions, from casual outings to formal settings, making it a perfect choice for teens, students, and professionals.",Brand: KIM BAG HOUSE
https://www.amazon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1688660128&sprefix=ba%2Caps%2C283&sr=8-79,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹479,3.9,"10,260",B07MXM5M99," The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, This makes this product a suitable alternative to bulky and unsightly backpacks, The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease Utility - Black color backpack for men for stylish office use as well as for trendy college and school students. Huge compartment size that can fit up to a 15.6 inch laptop with ease, Multiple pockets for other accessories and water bottle. Padded Handle provided on top of the bag as well as padded shoulder straps provided to ensure comfort and ease while carrying this backpack. Make - Made of extremely light weight fabric but do not let that fool you as it is one of the most durable fabrics and can easily take all the weight you stuff inside this bag comfortably. Capacity: 25 liters; Weight: 440 grams; Dimensions: 30 cms x 19 cms x 42 cms (LxWxH) Warranty: 10 Days No Questions asked Return Policy. 1 Year Manufacturer Warranty Against Manufacturing Defects.",Brand: FUR JADEN
